MarkerId,MarkerNumber,Title,Subtitle,Annotation,YearErected,ErectedBy,Latitude,Longitude,StreetAddress,City,County,State,Location,Missing,Link
18968,,Veterans' Memorial Carillon,2005 - Year of the Veteran,"""We Will Never Forget""",2006,The Dutch Community and Friends,42.98796,-81.2475,,London,Middlesex County,Ontario,,,http://www.hmdb.org/m.asp?m=18968
18969,,Veterans' Garden,2005 - Year of the Veteran,,2005,City of London,42.98806,-81.24742,,London,Middlesex County,Ontario,,,http://www.hmdb.org/m.asp?m=18969
18970,,Eldon House,,,,"Archaeological and Historic Sites Board, Archives of Ontario",42.98454,-81.25518,481 Ridout Street North,London,Middlesex County,Ontario,"Marker is on Ridout Street North, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=18970
18971,,The Founding of London,,,1975,"Ontario Heritage Foundation, Ministry of Culture and Recreation",42.98234,-81.2542,,London,Middlesex County,Ontario,"Marker is at the intersection of Ridout Street North and Dundas Street, on the left when traveling west on Ridout Street North. ",,http://www.hmdb.org/m.asp?m=18971
18972,,The Ridout Street Complex,,,,Historic Sites and Monuments Board of Canada,42.98381,-81.25479,451 Ridout Street,London,Middlesex County,Ontario,"Marker is on Ridout Street North, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=18972
18973,,"The Gaol and Courthouse, London, c.1843",Painting by George Russell Dartnell,,,,42.98241,-81.25378,,London,Middlesex County,Ontario,"Marker is at the intersection of Ridout Street North and Dundas Street, on the left when traveling south on Ridout Street North. ",,http://www.hmdb.org/m.asp?m=18973
18974,,The Petition of John Ewart,,,,,42.98241,-81.25378,,London,Middlesex County,Ontario,"Marker is on Ridout Street North, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=18974
18975,,Banting House,,,1999,Historic Sites and Monuments Board of Canada,42.98992,-81.2319,442 Adelaide Street North,London,Middlesex County,Ontario,"Marker is at the intersection of Adelaide Street and Queens Avenue, on the right when traveling north on Adelaide Street. ",,http://www.hmdb.org/m.asp?m=18975
18994,,Birthplace of Insulin,,,1989,,42.98995,-81.23179,442 Adelaide Street North,London,Middlesex County,Ontario,"Marker is at the intersection of Adelaide Street and Queens Avenue, on the right when traveling north on Adelaide Street. ",,http://www.hmdb.org/m.asp?m=18994
18996,,Birthplace of the Flame of Hope,,,1989,,42.9899,-81.23183,442 Adelaide Street North,London,Middlesex County,Ontario,"Marker is at the intersection of Adelaide Street and Queens Avenue, on the right when traveling north on Adelaide Street. ",,http://www.hmdb.org/m.asp?m=18996
20989,,Little Norway,<i>Lille Norge</i>,,1976,the people of Norway,43.63538,-79.39867,659 Queens Quay West,Toronto,Toronto,Ontario,Marker can be reached from Queens Quay West west of Bathhurst Street. ,,http://www.hmdb.org/m.asp?m=20989
24585,,Niagara on the Lake Historical District,,,,Historic Sites and Monuments Board of Canada,43.25508,-79.07172,26 Queen Street,Niagara-on-the-Lake,Niagara Region,Ontario,Marker is on Queen Street. ,,http://www.hmdb.org/m.asp?m=24585
24609,,Niagara Apothecary,La Pharmacie De Niagara,,1981,Historic Sites and Monuments Board of Canada,43.25494,-79.07092,5 Queen Street,Niagara-on-the-Lake,Niagara Region,Ontario,"Marker is at the intersection of Queen Street and King Street, on the right when traveling south on Queen Street. ",,http://www.hmdb.org/m.asp?m=24609
34302,,Hull's Landing 1812,,,1958,The Ontario Archaeological and Historic Sites Board,42.32597,-83.01217,2072 Riverside Drive East,Windsor,Essex County,Ontario,"Marker is on 2072 Riverside Drive East west of Walker Road, on the left when traveling east. ",,http://www.hmdb.org/m.asp?m=34302
34303,,The Francois Baby House,,,,Historic Sites and Monuments Board of Canada,42.31833,-83.04218,254 Pitt Street West,Windsor,Essex County,Ontario,"Marker is on Pitt Street West west of Ferry Street, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=34303
34321,,The Capture of Detroit,,,,Historic Sites and Monuments Board of Canada.,42.28378,-83.08657,,Windsor,Essex County,Ontario,"Marker is at the intersection of Sandwich Street and Ojibway Parkway, on the right when traveling south on Sandwich Street. ",,http://www.hmdb.org/m.asp?m=34321
34336,,Skirmishes at the Canard River,,,1987,Ontario Heritage Foundation,42.16913,-83.09803,,Amherstburg,Essex County,Ontario,"Marker is on Front Street North (Provincial Highway 20) north of North Side Road, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=34336
34353,,Fort Amherstburg (Fort Malden),,,,Historic Sites and Monuments Board of Canada,42.10785,-83.1124,,Amherstburg,Essex County,Ontario,"Marker is on Laird Avenue South south of Elm Avenue, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=34353
34412,,"The ""Tecumseh Stone""",,,,,42.10795,-83.11302,,Amherstburg,Essex County,Ontario,"Marker is on Laird Avenue South south of Elm Avenue, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=34412
34688,,Simon Girty U.E.,1741 - 1818,,,"The Bicentennial and Toronto Branches, United Empire Loyalists' Association of Canada, with assistance from the Ontario Heritage Foundation.",42.07063,-83.11612,1173 Front Street South,Amherstburg,Essex County,Ontario,"Marker is on Front Street South (Provincial Highway 20) south of Bingham Road, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=34688
34806,,Niagara Glen,,,,Niagara Parks Commission,43.1296,-79.06063,,Niagara Falls,Niagara Region,Ontario,"Marker is at the intersection of Niagara Parkway and Whirlpool Road, on the right when traveling south on Niagara Parkway. ",,http://www.hmdb.org/m.asp?m=34806
34915,,William Kirby,1817-1906,,,Historic Sites and Monuments Board of Canada,43.25496,-79.07172,26 Queen Street (lower level),Niagara-on-the-Lake,Niagara Region,Ontario,"Marker is on Queen Street, 0.05 kilometers north of King Street. ",,http://www.hmdb.org/m.asp?m=34915
35065,,To the Memory of Burrell Hecock,,,,,43.08874,-79.0734,,Niagara Falls,Niagara Region,Ontario,Marker can be reached from Niagara Parkway. ,,http://www.hmdb.org/m.asp?m=35065
35487,,Louis Hennepin 1626 - c. 1705,,,,Ontario Heritage Trust,43.08389,-79.0771,,Niagara Falls,Niagara Region,Ontario,"Marker is on Niagara Parkway, 0.1 kilometers south of Murray. ",,http://www.hmdb.org/m.asp?m=35487
35520,,St. Andrew By-The-Lake,,,1980,Toronto Historical Board,43.62016,-79.36982,,Toronto,Toronto,Ontario,Marker can be reached from Cibola Avenue. ,,http://www.hmdb.org/m.asp?m=35520
36194,,The Discovery of Insulin,Decouverte De L'Insuline,,,Ontario Heritage Foundation,43.66128,-79.39369,1 King's College Cir,Toronto,Toronto,Ontario,"Marker is at the intersection of King's College Circle and Kings College Road, on the right when traveling east on King's College Circle. ",,http://www.hmdb.org/m.asp?m=36194
36944,,The Siege of Detroit 1763,,,1963,Archaelogical and Historic Sites Board of Ontario,42.32852,-82.98125,,Windsor,Essex County,Ontario,Marker is on Riverside Drive East close to  Pillette Road. ,,http://www.hmdb.org/m.asp?m=36944
36976,,The Great Sauk Trail,,,1985,"the Ontario Heritage Foundation, Ministry of Citizenship and Culture",42.103,-83.1131,,Amherstburg,Essex County,Ontario,"Marker is on Dalhousie Street north of Richmond Street, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=36976
36978,,The Macdonald-Mowat House,1872,,,Archaeological and Historic Sites Board of Ontario,43.66165,-79.39731,63 St George St,Toronto,Toronto,Ontario,Marker is on Saint George Street just south of Wilcocks Street. ,,http://www.hmdb.org/m.asp?m=36978
37010,,Sir Daniel Wilson,1816-1892,,,Ontario Heritage Foundation,43.66245,-79.39661,,Toronto,Toronto,Ontario,Marker can be reached from Kings College Circle. ,,http://www.hmdb.org/m.asp?m=37010
37067,,The Royal Canadian Yacht Club,,,,Ontario Heritage Foundation,43.62148,-79.36572,,Toronto,Toronto,Ontario,Marker can be reached from the intersection of Chippewa Bridge Avenue and Cibola Avenue. ,,http://www.hmdb.org/m.asp?m=37067
37092,,Charles William Jefferys,1869 - 1951,,,Historic Sites and Monuments Board of Canada,43.66102,-79.3946,1 Kings College Circle,Toronto,Toronto,Ontario,"Marker is at the intersection of Kings College Circle and Galbraith Road, on the right when traveling east on Kings College Circle. ",,http://www.hmdb.org/m.asp?m=37092
37119,,Sir Casimir S. Gzowski 1813-1898,,,,Archaeological and Historic Sites Board of Ontario,43.0867,-79.07534,5208 Niagara Parkway,Niagara Falls,Niagara Region,Ontario,"Marker can be reached from Niagara Parkway, 0.1 kilometers north of Murray Street. ",,http://www.hmdb.org/m.asp?m=37119
37172,,The Battle of Windsor - 1838,,,,Archaeological and Historic Site Board of Ontario,42.31827,-83.04245,,Windsor,Essex County,Ontario,"Marker is on 254 Pitt Street West, 0.2 kilometers east of Dougall Avenue, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=37172
37237,,"St. Vincent de Paul Church, 1835",,,1985,Roman Catholic Diocese of St. Catherine,43.2535,-79.06794,73 Picton Street,Niagara-on-the-Lake,Niagara Region,Ontario,"Marker is at the intersection of Picton Street and Wellington Street, on the left on Picton Street. ",,http://www.hmdb.org/m.asp?m=37237
37246,,"Capture of the Anne, 1838",,,,the Ontario Archaeological and Historic Sites Board,42.08493,-83.11298,779 Front Road South,Amherstburg,Essex County,Ontario,"Marker is on Front Road South (County Route 20) south of Dalhousie Street, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=37246
37286,,Colonel Matthew Elliott,1739 - 1814,,1959,the Ontario Archaeological and Historic Sites Board,42.08485,-83.11307,779 Front Road South,Amherstburg,Essex County,Ontario,"Marker is on Front Road South (County Route 20) close to  Dalhousie Street, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=37286
37291,,Lt. - Colonel William Caldwell,,,,"the Ontario Archaeological and Historic Sites Board, Archives of Ontario",42.10012,-83.11055,,Amherstburg,Essex County,Ontario,"Marker is on Ramsay Street south of Gore Street, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=37291
37340,,The Wyandot,Les Hurons de Detroit,,,Historic Sites and Monuments Board of Canada,42.14463,-83.11363,,Amherstburg,Essex County,Ontario,"Marker is on Front Road North north of County Route 10, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=37340
37343,,French Settlement on the South Shore,,,,"the Ontario Heritage Foundation, Ministry of Culture and Communications",42.32022,-83.04057,,Windsor,Essex County,Ontario,"Marker is at the intersection of Ouellette Avenue and Viale Udine, on the right when traveling north on Ouellette Avenue. ",,http://www.hmdb.org/m.asp?m=37343
37356,,The Commissariat Office,,,,Canadian Heritage Parks Canada,42.10315,-83.11395,,Amherstburg,Essex County,Ontario,Marker can be reached from Dalhousie Street west of Rankin Avenue. ,,http://www.hmdb.org/m.asp?m=37356
37377,,Hiram Walker,1816 - 1899,,1975,Historic Sites and Monuments Board of Canada,42.326,-83.01178,1812 Riverside Dr E,Windsor,Essex County,Ontario,"Marker is on Riverside Drive East west of Walker Road, on the left when traveling east. ",,http://www.hmdb.org/m.asp?m=37377
37378,,The Detroit River,,,2001,The Canadian Heritage Rivers System,42.31982,-83.0419,,Windsor,Essex County,Ontario,Marker can be reached from Riverside Drive West north of Ferry Street. ,,http://www.hmdb.org/m.asp?m=37378
37379,,The Underground Railroad in Canada,,,,,42.31973,-83.03677,,Windsor,Essex County,Ontario,Marker is on Pitt Street East east of Goyeau Street. ,,http://www.hmdb.org/m.asp?m=37379
37386,,Jesuit Mission to the Hurons,,,1960,the Ontario Archaeological and Historic Sites Board,42.30902,-83.07162,,Windsor,Essex County,Ontario,"Marker is at the intersection of Riverside Drive West and Huron Church Road, on the right when traveling south on Riverside Drive West. ",,http://www.hmdb.org/m.asp?m=37386
37389,,Montreal Point in 1782,The Huron First Nation's gift to the Roman Catholic Church,,,"City of Windsor, Parks & Recreation",42.31173,-83.06777,,Windsor,Essex County,Ontario,"Marker is on Riverside Drive West north of Askin Avenue, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=37389
37496,,"The Rt. Hon. Herb Gray, PC., C.C., Q.C.",,,,the Windsor Liberal Associations,42.3202,-83.04053,,Windsor,Essex County,Ontario,"Marker is at the intersection of Ouellette Avenue and Viale Udine, on the right when traveling north on Ouellette Avenue. ",,http://www.hmdb.org/m.asp?m=37496
37519,,1748,,,1922,Border Cities Old Boys,42.30918,-83.07128,,Windsor,Essex County,Ontario,Marker is at the intersection of Riverside Drive West and Huron Church Road on Riverside Drive West. ,,http://www.hmdb.org/m.asp?m=37519
37552,,Amherstburg Navy Yard,,,,Historic Sites and Monuments Board of Canada,42.10342,-83.11407,224 Dalhousie St,Amherstburg,Essex County,Ontario,Marker can be reached from Dalhousie Street west of Rankin Avenue. ,,http://www.hmdb.org/m.asp?m=37552
37707,,The Battle of Lake Erie,,,,Historic Sites and Monuments Board of Canada.,42.10342,-83.11407,,Amherstburg,Essex County,Ontario,Marker can be reached from Dalhousie Street west of Rankin Avenue. ,,http://www.hmdb.org/m.asp?m=37707
39363,,Fort Henry,,,,Historic Sites and Monuments Board of Canada,44.23052,-76.46068,,Kingston,Frontenac County,Ontario,Marker can be reached from Provincial Highway 2. ,,http://www.hmdb.org/m.asp?m=39363
39364,,Fort Henry,,,,,44.23053,-76.4603,,Kingston,Frontenac County,Ontario,Marker can be reached from Provincial Highway 2. ,,http://www.hmdb.org/m.asp?m=39364
39366,,Scarborough Bluffs,,,,"Ontario Heritage Foundation, Ministry of Culture, Tourism and Recreation",43.70228,-79.23885,,Toronto,Toronto,Ontario,,,http://www.hmdb.org/m.asp?m=39366
39747,,Loyalist American Regiments / Loyalists of the Indian Nations / Sir John Johnson,,,,,44.94472,-75.06964,,South Dundas,"Stormont, Dundas and Glengarry United Counties",Ontario,Marker can be reached from Upper Canada Village south of Canada Route 2. ,,http://www.hmdb.org/m.asp?m=39747
39748,,Parliament Clocktower Bell,,,,,45.42361,-75.69861,,Ottawa,Ottawa,Ontario,Marker can be reached from Wellington Street. ,,http://www.hmdb.org/m.asp?m=39748
39749,,Women Are Persons!,Les Femmes Sont Des Personnes!,,,,45.42528,-75.69806,,Ottawa,Ottawa,Ontario,Marker can be reached from Wellington Street. ,,http://www.hmdb.org/m.asp?m=39749
39750,,Silent Messengers of the Arctic,"Inuksuk created by Kananginak Pootoogook, 1997",,,,45.44417,-75.68611,,Ottawa,Ottawa,Ontario,Marker can be reached from Princess Avenue. ,,http://www.hmdb.org/m.asp?m=39750
39977,,The King's Royal Regiment of New York,,,,"Ontario Heritage Foundation, Ministry of Citizenship and Culture",44.22961,-76.48024,,Kingston,Frontenac County,Ontario,"Marker is on Ontario Street, 0.03 kilometers north of Clarence Street, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=39977
39978,,Louis de Buade Comte de Frontenac et de Palluau,1622-1698,,,"Ontario Heritage Foundation, Ministry of Citizenship and Culture",44.22989,-76.47911,,Kingston,Frontenac County,Ontario,"Marker is on Brock Street, 0.05 kilometers east of Ontario Street, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=39978
39979,,The Market Battery,,,1955,Kingston Historical Society,44.22958,-76.47988,,Kingston,Frontenac County,Ontario,"Marker is on Ontario Street, 0.05 kilometers south of Brock Street, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=39979
40779,,The Lake Light,,,,Ontario Archaelogical and Historic Site Board,43.61363,-79.38527,,Toronto,Toronto,Ontario,Marker is on Lakeshore Avenue. ,,http://www.hmdb.org/m.asp?m=40779
42292,,Original Home of Major F.A. Tilston V.C. Armoury,,,,,42.31773,-83.03811,37 University Avenue East,Windsor,Essex County,Ontario,"Marker is at the intersection of University Avenue East and Freedom Way, on the right when traveling east on University Avenue East. ",,http://www.hmdb.org/m.asp?m=42292
44574,,Nipissing Vein No. 96,,,,,47.38327,-79.68674,,Cobalt,Timiskaming District,Ontario,"Marker can be reached from Coleman Road, 0.2 kilometers south of Nipissing Road when traveling south. ",,http://www.hmdb.org/m.asp?m=44574
45781,,Grand Trunk Railway,Prescott,,1982,Historic Sites and Monuments Board of Canada,44.71093,-75.5245,500 Railway Avenue,Prescott,Leeds and Grenville United Counties,Ontario,"Marker is at the intersection of Railway Avenue and St-Lawrence Street, on the right when traveling west on Railway Avenue. ",,http://www.hmdb.org/m.asp?m=45781
48628,,The Battle of Fort George,La Bataille de Fort George,,,Historic Sites and Monuments Board of Canada,43.26195,-79.08477,454 Queen Street,Niagara-on-the-Lake,Niagara Region,Ontario,"Marker is on Queen Street north of Newark Street, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=48628
48629,,The Remains of Three Soldiers,,,,the Niagara Historic Society,43.26197,-79.08475,454 Queen Street,Niagara-on-the-Lake,Niagara Region,Ontario,"Marker is on Queen Street north of Newark Street, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=48629
48632,,Fort Mississauga Trail,Sentier du fort Mississauga,,,Canadian Heritage Parks Canada,43.26017,-79.07503,,Niagara-on-the-Lake,Niagara Region,Ontario,"Marker is at the intersection of Simcoe Street and Front Street, on the left when traveling east on Simcoe Street. ",,http://www.hmdb.org/m.asp?m=48632
48743,,Fort George,Le Fort George,,,Historic Sites and Monuments Board of Canada,43.25192,-79.06313,,Niagara-on-the-Lake,Niagara Region,Ontario,Marker can be reached from Queens Parade south of Wellington Street. ,,http://www.hmdb.org/m.asp?m=48743
48745,,Fort Mississauga,Le Fort Mississauga,,,Historic Sites and Monuments Board of Canada,43.26163,-79.07702,,Niagara-on-the-Lake,Niagara Region,Ontario,"Marker can be reached from Simcoe Street north of Front Street, on the left when traveling east. ",,http://www.hmdb.org/m.asp?m=48745
48746,,Point Mississauga Lighthouse,Le Phare de Point Mississauga,,,Historic Sites and Monuments Board of Canada,43.26172,-79.07702,223 Queen Street,Niagara-on-the-Lake,Niagara Region,Ontario,Marker is on Queen Street. ,,http://www.hmdb.org/m.asp?m=48746
48747,,Action at Butler's Farm,Engagement a Butler's Farm,,,Historic Sites and Monuments Board of Canada,43.25123,-79.09057,,Niagara-on-the-Lake,Niagara Region,Ontario,Marker is on Butler Street west of John Street West when traveling west. ,,http://www.hmdb.org/m.asp?m=48747
48750,,Vrooman's Battery,La Batterie Vrooman,,,Historic Sites and Monuments Board of Canada,43.17762,-79.05823,14759 Niagara Parkway,Niagara-on-the-Lake,Niagara Region,Ontario,"Marker is on Niagara Parkway north of Line 8 Road, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=48750
48908,,The Battle of Queenston Heights,La Batatille des Hauteurs de Queenston,,,Historic Sites and Monuments Board of Canada,43.16002,-79.05287,14184 Niagara Parkway,Queenston,Niagara Region,Ontario,Marker is on Niagara Parkway north of Portage Road. ,,http://www.hmdb.org/m.asp?m=48908
48909,,Beaver Dams,,,,Historic Sites and Monuments Board of Canada,43.12278,-79.20152,,Thorold,Niagara Region,Ontario,"Marker can be reached from Sullivan Avenue south of Towpath Road, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=48909
48912,,Fort Erie,,,,Historic Sites and Monuments Board of Canada,42.89315,-78.92373,350 Lakeshore Road,Fort Erie,Niagara Region,Ontario,"Marker can be reached from Lakeshore Road south of Dominion Road, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=48912
48913,,"Capture of the ""Ohio"" and ""Somers""","Prise des Goelettes ""Ohio"" et ""Somers""",,,Historic Sites and Monuments Board of Canada,42.89323,-78.92367,350 Lakeshore Road,Fort Erie,Niagara Region,Ontario,"Marker is on Lakeshore Road south of Dominion Road, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=48913
49049,,Frenchman's Creek,,,,Historic Sites and Monuments Board of Canada,42.94227,-78.92647,1097 Niagara Parkway,Fort Erie,Niagara Region,Ontario,"Marker is on Niagara Parkway north of Anger Avenue, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=49049
49050,,The Battle of Chippawa,La Bataille de Chippawa,,,Historic Sites and Monuments Board of Canada,43.0526,-79.02377,,Chippawa,Niagara Region,Ontario,"Marker is on Niagara River Parkway north of Edgworth Road, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=49050
49052,,Navy Island,Île Navy,,,Historic Sites and Monuments Board of Canada,43.04408,-79.01763,,Chippawa,Niagara Region,Ontario,"Marker is on Niagara River Parkway north of Willick Road, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=49052
49053,,Battle of Lundy's Lane,Bataille de Lundy's Lane,,,Historic Sites and Monuments Board of Canada,43.08918,-79.09583,6136 Lundy's Lane,Niagara Falls,Niagara Region,Ontario,"Marker can be reached from the intersection of Lundy's Lane and Hanan Avenue, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=49053
49158,,Capture of Fort Niagara 1813,,,,Erected by the Ontario Archaeological and Historic Sites Board,43.23475,-79.06068,16052 Niagara Parkway,Niagara-on-the-Lake,Niagara Region,Ontario,"Marker is on Niagara Parkway east of East West Line (County Route 85), on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=49158
49159,,"Joseph-Geneviere, Comte de Puisaye",,,,Erected by the Archaeological and Historic Sites Board Department of Public Records and Archives of Ontario,43.21702,-79.06,15606 Niagara Parkway,Niagara-on-the-Lake,Niagara Region,Ontario,"Marker is on Niagara Parkway south of Line Road 2, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=49159
49160,,Laura Ingersoll Secord 1775-1868,,,,Archaeological and Historic Sites Board Archives of Ontario,43.16402,-79.05528,29 Queenston Street,Queenston,Niagara Region,Ontario,Marker is on Queenston Street west of Partition Street. ,,http://www.hmdb.org/m.asp?m=49160
49161,,Sir Roger Hale Sheaffe,1763 - 1851,,,Ontario Archaeological and Historic Sites Board,43.16038,-79.053,14184 Niagara Parkway,Queenston,Niagara Region,Ontario,Marker can be reached from Niagara Parkway north of Portage Road. ,,http://www.hmdb.org/m.asp?m=49161
49162,,"The ""Colored Corps"" 1812 - 1815",,,,"Ontario Heritage Foundation, Ministry of Culture, Tourisim and Recreation",43.16028,-79.05268,14184 Niagara Parkway,Queenston,Niagara Region,Ontario,Marker can be reached from Niagara Parkway north of Portage Road. ,,http://www.hmdb.org/m.asp?m=49162
49163,,Raid on Fort Schlosser 1813,,,,Archaeological and Historic Sites Board of Ontario,43.06295,-79.05038,,Chippawa,Niagara Region,Ontario,"Marker is at the intersection of Niagara Parkway and Macklem Street, on the right when traveling north on Niagara Parkway. ",,http://www.hmdb.org/m.asp?m=49163
49164,,Fort Chippawa 1791,,,,Ontario Archaeological and Historic Sites Board,43.06288,-79.05035,,Chippawa,Niagara Region,Ontario,"Marker is at the intersection of Niagara Parkway and Macklem Street, on the right when traveling north on Niagara Parkway. ",,http://www.hmdb.org/m.asp?m=49164
49165,,Lieutenant-Colonel John Butler 1725-1796,,,,"Ontario Heritage Foundation, Ministry of Culture and Recreation.",43.25127,-79.09017,,Niagara-on-the-Lake,Niagara Region,Ontario,Marker is on Butler Street west of John Street West when traveling west. ,,http://www.hmdb.org/m.asp?m=49165
49166,,Brown's Point,,,,The Niagara Park's Commission,43.19742,-79.05457,15176 Niagara Parkway,Niagara-on-the-Lake,Niagara Region,Ontario,"Marker is on Niagara Parkway north of Brown's Point Circle, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=49166
49167,,'Alfred',,,1976,Mr. and Mrs. Stewart G. Bennett,43.16242,-79.05437,24 Clarence Street,Queenston,Niagara Region,Ontario,"Marker is on Clarence Street west of Queenston Street, on the left when traveling west. ",,http://www.hmdb.org/m.asp?m=49167
49168,,Indians at Queenston Heights,"October 13, 1812",,1980,Niagara Parkes Commission and the Queenston Community Association with the Assistance of the Ontario Ministry of Culture and Recreation,43.16225,-79.05467,,Queenston,Niagara Region,Ontario,"Marker is on Clarence Street west of Queenston Street, on the left when traveling west. ",,http://www.hmdb.org/m.asp?m=49168
49393,,Battle of Chippawa,,,2001,The Niagara Parks Commission,43.05213,-79.02472,,Chippawa,Niagara Region,Ontario,"Marker is on Niagara River Parkway just west of Edgworth Road, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=49393
49398,,Chippawa Battlefield Panel 1,Background to a Battle,,2001,The Niagara Parks Commission.,43.05228,-79.02483,,Chippawa,Niagara Region,Ontario,"Marker can be reached from Niagara River Parkway just west of Edgworth Road, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=49398
49399,,Chippawa Battlefield Panel 2,Opening Strikes,"July 5, 1814 3:00 p.m.",2001,The Niagara Parks Commission.,43.0523,-79.02475,,Chippawa,Niagara Region,Ontario,"Marker can be reached from Niagara River Parkway just west of Edgworth Road, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=49399
49400,,Chippawa Battlefield Panel 3,Advance to Contact,"July 5, 1814 3:30 p.m.",2001,The Niagara Parks Commission,43.05233,-79.02468,,Chippawa,Niagara Region,Ontario,"Marker can be reached from Niagara River Parkway just west of Edgworth Road, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=49400
