MarkerId,MarkerNumber,Title,Subtitle,Annotation,YearErected,ErectedBy,Latitude,Longitude,StreetAddress,City,County,State,Location,Missing,Link
22731,16,Fort Garland,,,1930,"Historical Society of Colorado, Mrs. J.N. Hall Foundation and Huajatolla Chapter, Daughters of the American Revolution.",37.42424,-105.43158,29477 Highway 159,Fort Garland,Costilla County,Colorado,"Marker is on State Highway 159, 0.2 miles south of U.S. 160, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=22731
22765,,[Old] Fort Lewis College,,,,,37.23015,-108.05102,18683 Highway 140,Breen,La Plata County,Colorado,"Marker can be reached from State Highway 140, 0.2 miles west of Colorado State Highway 140. ",,http://www.hmdb.org/m.asp?m=22765
27242,,Henry Lee Building,1907,Lower Downtown Walking Tour,,,39.75125,-105.00025,,Denver,Denver County,Colorado,"Marker is at the intersection of 16th Street Mall and Wazee Street, on the left when traveling east on 16th Street Mall. ",,http://www.hmdb.org/m.asp?m=27242
27292,,Denver's Old City Hall,,,,,39.74722,-105.00005,,Denver,Denver County,Colorado,"Marker is at the intersection of Larimer Street and 14th Street, on the right when traveling south on Larimer Street. ",,http://www.hmdb.org/m.asp?m=27292
27493,,Denver City,Lower Downtown Historic District,Established 1988,1988,Denver Landmark Commission.,39.74885,-105.00158,1401 Blake Street,Denver,Denver County,Colorado,"Marker is at the intersection of Blake Street and 14th Street, on the right when traveling south on Blake Street. ",,http://www.hmdb.org/m.asp?m=27493
27508,,Constitution Hall,,,,Lower Downtown Historic District,39.74972,-105.00025,,Denver,Denver County,Colorado,"Marker is on Blake Street, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=27508
27527,,Pagosa Springs,,,,,37.26466,-107.01051,250 Hot Springs Blvd,Pagosa Springs,Archuleta County,Colorado,Marker can be reached from Hot Springs Blvd. ,,http://www.hmdb.org/m.asp?m=27527
32663,13,Ute Pass,,,1929,State Historical Society of Colorado,38.8701,-104.92572,,Manitou Springs,El Paso County,Colorado,"Marker is on Manitou Avenue (Business U.S. 24), on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=32663
34858,141,Royal Gorge,,,1967,Royal Gorge Company and by the State Historical Society of Colorado,38.46285,-105.32354,4218 County Road 3A,Cañon City,Fremont County,Colorado,"Marker is on County Road 3A, 4.5 miles south of U.S. 24, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=34858
36527,,Colorado,(Four Corners),,2010,National Society of Professional Surveyors,36.99917,-109.04514,,Cortez,Montezuma County,Colorado,"Marker can be reached from 4 Corners Road, ½ mile west of U.S. 160. ",,http://www.hmdb.org/m.asp?m=36527
39214,,Matchless Mine,,,,Lake County Civic Center Association,39.25613,-106.2711,,Leadville,Lake County,Colorado,Marker can be reached from East 7th Road west of Mineral Belt Trail. ,,http://www.hmdb.org/m.asp?m=39214
39304,,Royal Gorge Bridge,,,,,38.46139,-105.32533,,Cañon City,Fremont County,Colorado,"Marker is on County Road 3A, on the left when traveling east. ",,http://www.hmdb.org/m.asp?m=39304
39337,,Territorial Capital of Colorado,1862 to 1867,,1936,"State Historical Society of Colorado, Mrs. J.N. Hall Foundation and the Mount Lookout Chapter, D.A.R.",39.7554,-105.2216,1122 Washington Avenue,Golden,Jefferson County,Colorado,Marker is on Washington Avenue just north of 12th street. ,,http://www.hmdb.org/m.asp?m=39337
39338,3,Old Town Jail,1883,Georgetown-Silver Plume National Historic Landmark District,2007,"the Town of Georgetown & Historic Georgetown, Inc.",39.70605,-105.69805,,Georgetown,Clear Creek County,Colorado,"Marker is on 5th Street, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=39338
43208,,B-52D Stratofortress,"""Diamond Lil""",1957 - 1983,1984,"General Bennie L. Davis, CINSAC",39.02132,-104.85058,,United States Air Force Academy,El Paso County,Colorado,"Marker is at the intersection of North Gate Boulevard and Stadium Boulevard, on the left when traveling west on North Gate Boulevard. ",,http://www.hmdb.org/m.asp?m=43208
45565,,Burlington County Colorado Veterans Memorial,,,2003,VFW Post 6491,39.30127,-102.2609,870 Rose Ave.,Burlington,Kit Carson County,Colorado,"Marker is on Rose Ave, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=45565
45747,,Kit Carson County Carousel,,,1987,"National Park Service, U.S. Department of the Interior",39.30893,-102.27069,,Burlington,Kit Carson County,Colorado,Marker is at the intersection of Colorado Ave. and 15th Street on Colorado Ave.. ,,http://www.hmdb.org/m.asp?m=45747
45748,,Pioneer Women of Colorado,,,1939,Pioneer Women of Colorado,39.34671,-104.46706,,Kiowa,Elbert County,Colorado,Marker is on Colorado Street (State Highway 86). ,,http://www.hmdb.org/m.asp?m=45748
45754,272,Kiowa,,,2001,Colorado Historical Society,39.34671,-104.46706,,Kiowa,Elbert County,Colorado,"Marker is on Colorado Street (County Route 86), on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=45754
45756,272,Trail Under Siege / Rising to the Challenge,,,2001,Colorado Historical Society,39.34671,-104.46705,,Kiowa,Elbert County,Colorado,"Marker is on Colorado Street (County Route 86), on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=45756
45757,,Elizabeth Main Street,,,,,39.35911,-104.59509,,Elizabeth,Elbert County,Colorado,"Marker is on East Main Street, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=45757
45758,,Historic Section House,,,,,39.35959,-104.59503,,Elizabeth,Elbert County,Colorado,"Marker is on East Main Street, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=45758
45761,,Ute Pass,,,,City of Colorado Springs,38.89934,-104.97932,,Colorado Springs,El Paso County,Colorado,"Marker is on Pike's Peak Highway, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=45761
45772,,Black (and sometimes brown) Bear,,,,,38.90184,-105.06477,,Woodland Park,Teller County,Colorado,Marker can be reached from Pike's Peak Toll Road. ,,http://www.hmdb.org/m.asp?m=45772
45773,,Tricky Affairs,The porcupine’s perfect defense,,,,38.90184,-105.06477,,Woodland Park,Teller County,Colorado,Marker can be reached from Pike's Peak Toll Road. ,,http://www.hmdb.org/m.asp?m=45773
45774,,Elk Country,A Majestic Head Dress,,,,38.90184,-105.06477,,Woodland Park,Teller County,Colorado,Marker can be reached from Pike's Peak Toll Road. ,,http://www.hmdb.org/m.asp?m=45774
45815,,A Look From The Top,,,,"Pike National Forest, Colorado Division of Wildlife",38.8465,-105.05149,,Colorado Springs,El Paso County,Colorado,Marker is on Pikes Peak Toll Road. ,,http://www.hmdb.org/m.asp?m=45815
45816,,Pike's Peak,,,,,38.8407,-105.04173,,Colorado Springs,El Paso County,Colorado,,,http://www.hmdb.org/m.asp?m=45816
45817,,Commemorating the 100th Anniversary of the Inspiration of America the Beautiful,by Katharine Lee Bates,1859 - 1929,1993,Costas Rombocos,38.84021,-105.04152,,Colorado Springs,El Paso County,Colorado,Marker can be reached from Pike's Peak Toll Road. ,,http://www.hmdb.org/m.asp?m=45817
45839,,Race to the Clouds,,The Pikes Peak International Hill Climb rich with racing tradition,,City of Colorado Springs,38.87557,-105.07306,,Woodland Park,Teller County,Colorado,Marker can be reached from Pike's Peak Toll Road. ,,http://www.hmdb.org/m.asp?m=45839
45840,,From Carriages to Corvettes,Glen Cove Lodge,,,,38.87557,-105.07306,,Woodland Park,Teller County,Colorado,Marker can be reached from Pike's Peak Toll Road. ,,http://www.hmdb.org/m.asp?m=45840
45842,,Amazing Pikes Peak Feats,,,,,38.87557,-105.07306,,Woodland Park,Teller County,Colorado,Marker can be reached from Pike's Peak Toll Road. ,,http://www.hmdb.org/m.asp?m=45842
45844,,Don’t kill them with kindness,Feeding wild animals on the mountain does more harm than good.,,,,38.87557,-105.07306,,Woodland Park,Teller County,Colorado,Marker can be reached from Pike's Peak Toll Road. ,,http://www.hmdb.org/m.asp?m=45844
45919,,Well-traveled Water,,,,,38.92169,-105.02582,,Colorado Springs,El Paso County,Colorado,Marker is on Pikes Peak Toll Road. ,,http://www.hmdb.org/m.asp?m=45919
45920,,Test Your Bird I.Q.,,,,,38.92169,-105.02582,,Colorado Springs,El Paso County,Colorado,Marker is on Pike's Peak Toll Road. ,,http://www.hmdb.org/m.asp?m=45920
45921,,The Making of America's Mountain,,,,,38.92169,-105.02582,,Colorado Springs,El Paso County,Colorado,Marker is on Pike's Peak Toll Road. ,,http://www.hmdb.org/m.asp?m=45921
45922,,A Mountain of Many Names,,,,,38.92169,-105.02582,,Colorado Springs,El Paso County,Colorado,Marker is on Pike's Peak Toll Road. ,,http://www.hmdb.org/m.asp?m=45922
45925,,Take a Closer Look...Foothills Life Zone,,,,,38.92169,-105.02582,,Colorado Springs,El Paso County,Colorado,Marker is on Pike's Peak Toll Road. ,,http://www.hmdb.org/m.asp?m=45925
45926,,Take a Closer Look...Montane Life Zone,,,,,38.92169,-105.02582,,Colorado Springs,El Paso County,Colorado,Marker is on Pike's Peak Toll Road. ,,http://www.hmdb.org/m.asp?m=45926
45927,,Take a Closer Look...Alpine/Subalpine Life Zone,,,,,38.92169,-105.02582,,Colorado Springs,El Paso County,Colorado,Marker is on Pike's Peak Toll Road. ,,http://www.hmdb.org/m.asp?m=45927
45929,,Pick a Climate,,,,,38.92169,-105.02582,,Colorado Springs,El Paso County,Colorado,Marker is on Pike's Peak Toll Road. ,,http://www.hmdb.org/m.asp?m=45929
45932,,Welcome to America’s Mountain,,,,,38.90057,-104.99159,,Colorado Springs,El Paso County,Colorado,Marker is on Pike's Peak Toll Road. ,,http://www.hmdb.org/m.asp?m=45932
45935,,Forests Without Fire,,,,,38.90057,-104.99159,,Colorado Springs,El Paso County,Colorado,Marker is on Pike's Peak Toll Road. ,,http://www.hmdb.org/m.asp?m=45935
45936,,A New Home in the Hills,,,,,38.90057,-104.99159,,Colorado Springs,El Paso County,Colorado,Marker is on Pike's Peak Toll Road. ,,http://www.hmdb.org/m.asp?m=45936
45979,,The Amazing Balanced Rock,,,,,38.86494,-104.89737,,Colorado Springs,El Paso County,Colorado,"Marker is on Garden Drive, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=45979
45981,,Goerke & Son Photography,,,,,38.86494,-104.89737,,Colorado Springs,El Paso County,Colorado,Marker is on Garden Drive. ,,http://www.hmdb.org/m.asp?m=45981
45982,,A Plentiful Harvest,,,,,38.86494,-104.89737,,Colorado Springs,El Paso County,Colorado,"Marker is on Garden Drive, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=45982
45983,,Garden of the Gods Park,,,,,38.87723,-104.87146,,Colorado Springs,El Paso County,Colorado,"Marker is on Gateway Road, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=45983
46001,,Bloomer Girl; A Colorado Trailblazer,,,,,38.87723,-104.87146,,Colorado Springs,El Paso County,Colorado,"Marker is on Gateway Road, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=46001
46002,,Rock Ledge Ranch Historic Site,,,,,38.87723,-104.87146,,Colorado Springs,El Paso County,Colorado,"Marker is on Gateway Road, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=46002
46053,,Columbine High School,,,,,39.60542,-105.07939,,Littleton,Jefferson County,Colorado,Marker can be reached from the intersection of W. Bowles Ave. and S. Pierce St.. ,,http://www.hmdb.org/m.asp?m=46053
46057,,Armenian Genocide,,,1983,,39.73938,-104.98426,,Denver,Denver County,Colorado,Marker can be reached from the intersection of E. 14th Ave. and Grant St.. ,,http://www.hmdb.org/m.asp?m=46057
46059,,Colorado State Capitol Time Capsule,,,1990,,39.73963,-104.98444,,Denver,Denver County,Colorado,Marker can be reached from the intersection of E. Colfax Ave. and Grant St.. ,,http://www.hmdb.org/m.asp?m=46059
46079,,Colorado State Veterans Memorial,,,,,39.73923,-104.98582,,Denver,Denver County,Colorado,Marker can be reached from Lincoln Street. ,,http://www.hmdb.org/m.asp?m=46079
46100,,Joe P. Martinez,,,1988,,39.73972,-104.98673,,Denver,Denver County,Colorado,Marker can be reached from Colfax Ave.. ,,http://www.hmdb.org/m.asp?m=46100
46101,,Alfred Dach,,,1974,,39.73888,-104.98671,,Denver,Denver County,Colorado,Marker can be reached from E. 14th Street. ,,http://www.hmdb.org/m.asp?m=46101
46107,,Logan’s Memorial Day Order,,,,,39.73877,-104.98486,,Denver,Denver County,Colorado,Marker can be reached from E. 14th Avenue. ,,http://www.hmdb.org/m.asp?m=46107
46108,,Irving Hale,"Scholar, Soldiers, Citizen",,,,39.73877,-104.98486,,Denver,Denver County,Colorado,Marker can be reached from E. 14th Avenue. ,,http://www.hmdb.org/m.asp?m=46108
46114,,Littleton War Memorial,,,2000,,39.60804,-105.00125,,Littleton,Arapahoe County,Colorado,Marker can be reached from West Lake Ave.. ,,http://www.hmdb.org/m.asp?m=46114
46117,,Douglas,,,,Colorado Historical Society,39.37319,-104.86014,,Castle Rock,Douglas County,Colorado,"Marker is at the intersection of Wilcox Street and 4th Street NE, on the right when traveling south on Wilcox Street. <font color=red> Reported missing.</font>",Confirmed Missing,http://www.hmdb.org/m.asp?m=46117
46118,,<i>Good Roads in Colorado / The Great North-South Highway</i>,,,,Colorado Historical Society,39.37244,-104.86017,308 Wilcox Street,Castle Rock,Douglas County,Colorado,"Marker is on Wilcox Street, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=46118
46142,,The Rock / Gray Gold,,,,,39.37244,-104.86018,,Castle Rock,Douglas County,Colorado,"Marker is on Wilcox Street close to  3rd Street, on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=46142
46155,,Recreation: Past to Present,,,,,39.7366,-105.24544,,Golden,Jefferson County,Colorado,Marker can be reached from Lariat Loop Road. ,,http://www.hmdb.org/m.asp?m=46155
46156,,Water Carves Canyons,,,,,39.7366,-105.24544,,Golden,Jefferson County,Colorado,Marker can be reached from Lariat Loop Road. ,,http://www.hmdb.org/m.asp?m=46156
46157,,Play in the Wind,,,,,39.7366,-105.24544,,Golden,Jefferson County,Colorado,Marker is on Lariat Loop Road. ,,http://www.hmdb.org/m.asp?m=46157
46158,,Windy Saddle Park / Connecting to the Past,,,,,39.7366,-105.24544,,Golden,Jefferson County,Colorado,Marker is on Lariat Loop Road. ,,http://www.hmdb.org/m.asp?m=46158
46195,,USS Colorado BB-45,,,1997,,39.73909,-104.98411,,Denver,Denver County,Colorado,Marker can be reached from the intersection of E. 14th Ave. and Grant St.. ,,http://www.hmdb.org/m.asp?m=46195
46438,,Our Changing Landscape-From Sea Floor to Mountain Top,,,,,39.73374,-105.23891,,Golden,Jefferson County,Colorado,Marker can be reached from Lariat Loop Road. ,,http://www.hmdb.org/m.asp?m=46438
46439,,What You Can See From Here Today,,,,,39.73374,-105.23891,,Golden,Jefferson County,Colorado,Marker can be reached from Lariat Loop Road. ,,http://www.hmdb.org/m.asp?m=46439
46567,,Lariat Loop Byway: Buffalo Bill Museum,,,,,39.73308,-105.23865,,Golden,Jefferson County,Colorado,Marker is on Lariat Loop Road. ,,http://www.hmdb.org/m.asp?m=46567
46568,,Lariat Loop Byway: Denver Mountain Parks,,,,,39.73308,-105.23865,,Golden,Jefferson County,Colorado,Marker is on Lariat Loop Byway. ,,http://www.hmdb.org/m.asp?m=46568
46569,,Charles E. Kirk,,,,,39.73287,-105.2385,,Golden,Jefferson County,Colorado,Marker is on Lariat Loop Road. ,,http://www.hmdb.org/m.asp?m=46569
46728,,Welcome to Victor Colorado,City of Mines,City Elevation: 9693 ft,,Victor Historic Preservaton Commission,38.71048,-105.14217,415 Victor Avenue,Victor,Teller County,Colorado,Marker is on Victor Avenue. ,,http://www.hmdb.org/m.asp?m=46728
46759,,North 4th Street,,,,,38.71012,-105.14115,100 South 4th Street,Victor,Teller County,Colorado,Marker is at the intersection of South 4th Street and Victor Avenue on South 4th Street. ,,http://www.hmdb.org/m.asp?m=46759
46760,,East Victor Avenue,,,,,38.70989,-105.1395,208 Victor Avenue,Victor,Teller County,Colorado,Marker is on Victor Avenue. ,,http://www.hmdb.org/m.asp?m=46760
46796,,North 3rd Street,,,,,38.70997,-105.14001,100 South 3rd Street,Victor,Teller County,Colorado,Marker is at the intersection of South 3rd Street and Victor Avenue on South 3rd Street. ,,http://www.hmdb.org/m.asp?m=46796
46798,,Fire!,,,,,38.71019,-105.13995,291 Victor Avenue,Victor,Teller County,Colorado,Marker is at the intersection of Victor Avenue and North 3rd Street on Victor Avenue. ,,http://www.hmdb.org/m.asp?m=46798
46866,,The Bawdy Side of Town,South Third Street,,,The Gold Belt Tour,38.71023,-105.1402,101 North 3rd Street,Victor,Teller County,Colorado,Marker is at the intersection of North 3rd Street and Victor Avenue on North 3rd Street. ,,http://www.hmdb.org/m.asp?m=46866
46892,,Labor Wars,,,,The Gold Belt Tour,38.7102,-105.1414,400 Victor Avenue,Victor,Teller County,Colorado,Marker is at the intersection of Victor Avenue and South 4th Street on Victor Avenue. ,,http://www.hmdb.org/m.asp?m=46892
47192,,The Molly Brown House,,,,,39.7375,-104.98073,1340 Pennsylvania Street,Denver,Denver County,Colorado,Marker is on Pennsylvania Street. ,,http://www.hmdb.org/m.asp?m=47192
47194,,Rainbow Arch Bridge,,,,,40.2674,-103.80127,,Fort Morgan,Morgan County,Colorado,"Marker is on State Highway 52, 0.1 miles north of Interstate 76, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=47194
47316,,Watching River Wildlife,,,,,40.2674,-103.80127,,Fort Morgan,Morgan County,Colorado,"Marker is on State Highway 52, 0.1 miles north of Interstate 76, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=47316
47319,223,Last Days of the Buffalo,,,1999,Colorado Historical Society,40.96627,-102.25159,,Julesburg,Sedgwick County,Colorado,"Marker is at the intersection of Interstate 76 and U.S. 385, on the right when traveling north on Interstate 76. ",,http://www.hmdb.org/m.asp?m=47319
47321,224,Sugar Beets,,,1999,Colorado Historical Society,40.2674,-103.80127,,Fort Morgan,Morgan County,Colorado,"Marker is on State Highway 52, 0.1 miles north of Interstate 76, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=47321
47322,224,Fort Morgan,,,1999,Colorado Historical Society,40.2674,-103.80127,,Fort Morgan,Morgan County,Colorado,"Marker is on State Highway 52, 0.1 miles north of Interstate 76, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=47322
47323,223,Colorado's Wildlife Story,,,1999,Colorado Historical Society,40.96627,-102.25159,,Julesburg,Sedgwick County,Colorado,Marker is at the intersection of Interstate 76 and U.S. 385 on Interstate 76. ,,http://www.hmdb.org/m.asp?m=47323
47324,223,Welcome to Colorado,,,1999,Colorado Historical Society,40.96627,-102.25159,,Julesburg,Sedgwick County,Colorado,Marker is at the intersection of Interstate 76 and U.S. 385 on Interstate 76. ,,http://www.hmdb.org/m.asp?m=47324
47328,,The Pony Express Trail,1860 -1861,,,,40.96627,-102.25159,,Julesburg,Sedgwick County,Colorado,Marker is at the intersection of Interstate 76 and U.S. 385 on Interstate 76. ,,http://www.hmdb.org/m.asp?m=47328
47340,,If at First You Don't Succeed,,,,,40.94227,-102.29607,,Julesburg,Sedgwick County,Colorado,"Marker is on County Route 28, 2.9 miles west of U.S. 385, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=47340
47341,,"Fort Sedgwick, Colorado Territory",,,,,40.93902,-102.37833,,Ovid,Sedgwick County,Colorado,"Marker is on County Route 28, 0.3 miles west of River Road, on the right. ",,http://www.hmdb.org/m.asp?m=47341
47342,,Hard Duty on the Plains,,,,,40.93902,-102.37833,,Ovid,Sedgwick County,Colorado,"Marker is on County Route 28, 0.3 miles west of River Road, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=47342
47343,,Blowing in the Wind,,,,,40.93916,-102.30426,,Julesburg,Sedgwick County,Colorado,"Marker is on County Route 28, 3.3 miles west of U.S. 385. ",,http://www.hmdb.org/m.asp?m=47343
47344,,Julesburg in Ashes,,,,,40.93882,-102.36173,,Julesburg,Sedgwick County,Colorado,"Marker is on County Route 28, 6 miles west of U.S. 385, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=47344
47346,,A Moving Story,,,,,40.93882,-102.36173,,Julesburg,Sedgwick County,Colorado,"Marker is on County Route 28, 6 miles west of U.S. 385, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=47346
47347,,Neither Rain Nor Sleet,,,,,40.93882,-102.36173,,Julesburg,Sedgwick County,Colorado,"Marker is on County Route 28, 6 miles west of U.S. 385, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=47347
47348,19,Old Julesburg,,,1931,"The State Historical Society of Colorado, The Mrs. J.N. Hall Foundation, Citizens of Sedgwick County Colorado",40.93882,-102.36173,,Julesburg,Sedgwick County,Colorado,"Marker is on County Route 28, 6 miles west of U.S. 385, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=47348
47350,,Overland City,,,2007,In Search of the Pony Express Station Marker,40.93882,-102.36173,,Julesburg,Sedgwick County,Colorado,"Marker is on County Route 28, 6 miles west of U.S. 385, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=47350
47359,,"See and Do,Off the Byway",Sites of Interest,,,,40.96036,-102.38759,,Ovid,Sedgwick County,Colorado,"Marker is on Main Street just south of U.S. 138, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=47359
47361,,Prisoners on the Plains / Ride 'Em Cowboy,,,,,40.96036,-102.38759,,Ovid,Sedgwick County,Colorado,Marker is on Main Street just south of U.S. 138. ,,http://www.hmdb.org/m.asp?m=47361
47362,,Early Campsites and River Crossings,,,,,40.96078,-102.38408,,Ovid,Sedgwick County,Colorado,"Marker is on U.S. 138 just east of 2nd Street, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=47362
47363,,Sugar Town,,,,,40.96078,-102.38408,,Ovid,Sedgwick County,Colorado,"Marker is on U.S. 138 just east of 2nd Street, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=47363
47365,49,Fort Sedgwick,Due South 1 ¼ Miles is the site of,,1940,"The State Historical Society of Colorado, The Mrs. J.N. Hall Foundation, The Julesburg Historical Society",40.96082,-102.38408,,Ovid,Sedgwick County,Colorado,"Marker is on U.S. 138 just east of 2nd Street, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=47365
